Shipment ID,Sales Person,Geography,Product,Sales,Status,Delivered On,Date
2799,Gabriel Vasquez,India,Laptop,420.92,Active,NULL,8/15/2022
2800,Brandon Richards,Germany,Laptop,531.7,Completed,6/19/2024,6/9/2024
2801,Cynthia Herman,USA,Laptop,445.26,Active,NULL,1/4/2024
2802,Stacey Brown,France,Laptop,965.71,Active,NULL,1/2/2024
2803,Kayla Banks,USA,Headphones,781.84,Active,NULL,12/15/2022
2804,Jeffery Mills,France,Speaker,185.2,Completed,5/4/2024,4/28/2024
2805,Gabriel Vasquez,UK,Monitor,192.25,Completed,10/22/2022,10/14/2022
2806,Erin Arnold,Germany,Webcam,494.94,Completed,7/13/2024,7/3/2024
2807,Cynthia Herman,Brazil,Speaker,565.12,Active,NULL,1/13/2024
2808,James Moore,Brazil,Laptop,103.18,Completed,10/4/2022,9/30/2022
2809,Michelle Garrett,India,Webcam,779.88,Active,NULL,12/8/2022
2810,Gabriel Vasquez,USA,Headphones,528.6,Completed,9/17/2022,9/16/2022
2811,Gabriel Vasquez,Canada,Laptop,899.33,Completed,5/7/2023,5/5/2023
2812,Erin Arnold,India,Headphones,157.12,Completed,12/3/2023,11/21/2023
2813,Erin Arnold,Japan,Smartphone,959.45,Completed,6/1/2024,5/14/2024
2814,Bonnie Lucero,Germany,Laptop,657.05,Completed,5/25/2023,5/15/2023
2815,Michelle Garrett,China,Headphones,546.37,Completed,12/26/2023,12/11/2023
2816,Stacey Brown,India,Mouse,161.63,Completed,5/1/2024,4/19/2024
2817,Jeffrey Rivera,Australia,Webcam,654.47,Completed,12/20/2022,11/30/2022
2818,Jessica White,UK,Headphones,939.1,Completed,9/20/2022,9/12/2022
2819,Candace Harris,Germany,Smartphone,310.61,Active,NULL,3/18/2023
2820,Jeffery Mills,Japan,Webcam,960.68,Completed,12/26/2022,12/8/2022
2821,Jessica White,USA,Monitor,265.27,Active,NULL,10/18/2022
2822,Jeffrey Rivera,India,Headphones,793.86,Completed,3/22/2023,3/10/2023
2823,Jeffrey Rivera,USA,Smartphone,448.75,Completed,12/7/2023,12/6/2023
2824,Catherine Roberts,USA,Headphones,165.86,Active,NULL,3/3/2024
2825,Jeffery Mills,France,Tablet,262.29,Completed,2/6/2023,1/31/2023
2826,Jeffrey Sims,USA,Monitor,374.57,Completed,1/12/2023,1/11/2023
2827,Catherine Roberts,Australia,Monitor,591.91,Completed,11/9/2022,10/20/2022
2828,Laurie Figueroa,India,Printer,973.09,Completed,8/19/2023,8/7/2023
2829,Laurie Figueroa,India,Printer,221.56,Completed,12/22/2022,12/10/2022
2830,Michelle Garrett,UK,Speaker,640.52,Active,NULL,10/13/2022
2831,Cynthia Herman,Japan,Webcam,868.98,Completed,5/11/2024,4/23/2024
2832,Justin Bowman,USA,Tablet,564.64,Completed,10/7/2023,10/6/2023
2833,Jessica White,Canada,Tablet,189.04,Completed,12/19/2022,12/17/2022
2834,Cynthia Herman,India,Laptop,654.65,Completed,9/30/2022,9/18/2022
2835,Sandra Henderson,Germany,Smartphone,739.03,Completed,1/3/2023,12/24/2022
2836,Candace Harris,UK,Headphones,469.43,Completed,4/6/2024,3/29/2024
2837,Erin Arnold,China,Headphones,140.8,Active,NULL,8/27/2023
2838,Catherine Roberts,Australia,Smartphone,669.5,Active,NULL,11/13/2023
2839,Jeffery Mills,India,Mouse,836.42,Completed,4/3/2023,3/22/2023
2840,Kevin King,Canada,Webcam,148.74,Completed,9/16/2022,9/14/2022
2841,Gabriel Vasquez,Australia,Printer,348.53,Active,NULL,6/19/2023
2842,Sandra Henderson,China,Keyboard,703.23,Completed,8/18/2024,8/3/2024
2843,Kevin King,USA,Headphones,720.5,Completed,1/6/2023,1/5/2023
2844,Laurie Figueroa,Japan,Speaker,220.07,Active,NULL,9/2/2022
2845,Stacey Brown,USA,Monitor,596.33,Completed,11/23/2023,11/22/2023
2846,Brandon Richards,Japan,Monitor,374.99,Completed,12/17/2023,11/29/2023
2847,Kayla Banks,Brazil,Printer,638.36,Completed,10/19/2022,10/15/2022
2848,Cynthia Herman,France,Mouse,752.61,Active,NULL,1/29/2024
2849,Erin Arnold,Brazil,Monitor,806.13,Completed,9/7/2022,9/3/2022
2850,Michelle Garrett,Germany,Speaker,178.45,Active,NULL,4/3/2024
2851,Jeffery Mills,UK,Smartphone,835.63,Active,NULL,11/28/2022
2852,Laurie Figueroa,Germany,Laptop,744.1,Completed,2/26/2023,2/16/2023
2853,Michelle Garrett,Japan,Mouse,834.22,Completed,7/27/2024,7/9/2024
2854,Jeffrey Rivera,Brazil,Keyboard,829.02,Completed,12/16/2022,12/12/2022
2855,Bonnie Lucero,Japan,Smartphone,534.25,Active,NULL,9/24/2022
2856,Justin Bowman,UK,Webcam,833.81,Completed,5/29/2023,5/21/2023
2857,Laurie Figueroa,India,Headphones,394.95,Completed,5/13/2023,5/1/2023
2858,Bonnie Lucero,China,Mouse,210.21,Active,NULL,8/15/2022
2859,Gabriel Vasquez,France,Webcam,256.63,Active,NULL,2/18/2024
2860,Catherine Roberts,Australia,Laptop,758.11,Active,NULL,5/9/2024
2861,Sandra Henderson,Canada,Laptop,993.76,Completed,1/17/2023,1/15/2023
2862,Cynthia Herman,Canada,Laptop,849.58,Completed,3/16/2023,3/14/2023
2863,Sandra Henderson,USA,Webcam,858.49,Completed,9/30/2023,9/29/2023
2864,Jeffrey Sims,Brazil,Keyboard,514.6,Completed,1/19/2023,1/15/2023
2865,Candace Harris,UK,Tablet,614.13,Active,NULL,3/14/2024
2866,Sandra Henderson,France,Smartphone,904.9,Completed,2/10/2023,2/4/2023
2867,Brandon Richards,Japan,Tablet,633.25,Active,NULL,11/28/2023
2868,Bonnie Lucero,Australia,Headphones,661.44,Completed,5/12/2023,4/22/2023
2869,Michelle Garrett,USA,Mouse,125.95,Active,NULL,3/27/2023
2870,Stacey Brown,Brazil,Printer,577.27,Active,NULL,5/14/2023
2871,Gabriel Vasquez,UK,Tablet,757.83,Completed,7/16/2024,7/8/2024
2872,Laurie Figueroa,France,Tablet,772.57,Completed,3/19/2024,3/13/2024
2873,Michelle Garrett,Australia,Webcam,192.16,Completed,12/30/2023,12/10/2023
2874,Brandon Richards,USA,Keyboard,752.29,Active,NULL,7/14/2023
2875,Jeffrey Sims,Canada,Smartphone,280.34,Completed,2/4/2023,2/2/2023
2876,Candace Harris,Canada,Headphones,364.8,Completed,6/11/2024,6/9/2024
2877,Bonnie Lucero,Australia,Mouse,250.76,Active,NULL,8/15/2023
2878,Jeffrey Sims,USA,Tablet,308.81,Completed,3/14/2024,3/13/2024
2879,Kevin King,Australia,Keyboard,924.24,Completed,10/29/2023,10/9/2023
2880,Catherine Roberts,Australia,Printer,110.56,Completed,4/11/2024,3/22/2024
2881,Sandra Henderson,Canada,Printer,767.03,Completed,5/20/2023,5/18/2023
2882,Jeffrey Rivera,Australia,Webcam,756.17,Completed,11/22/2022,11/2/2022
2883,Debra Hughes,China,Printer,968.82,Completed,6/20/2023,6/5/2023
2884,Erin Arnold,France,Monitor,643.45,Completed,5/29/2024,5/23/2024
2885,Brandon Richards,India,Speaker,194.75,Completed,4/27/2023,4/15/2023
2886,Sandra Henderson,UK,Monitor,532.99,Completed,10/1/2022,9/23/2022
2887,Kevin King,UK,Keyboard,101.1,Completed,9/1/2022,8/24/2022
2888,Jeffrey Rivera,Brazil,Monitor,633.83,Active,NULL,3/4/2023
2889,Michelle Garrett,Australia,Smartphone,112.4,Completed,8/5/2024,7/16/2024
2890,Brandon Richards,China,Smartphone,910.31,Completed,12/1/2023,11/16/2023
2891,Catherine Roberts,India,Webcam,999.65,Completed,11/27/2023,11/15/2023
2892,Justin Bowman,Canada,Webcam,905.62,Completed,2/25/2023,2/23/2023
2893,Brandon Richards,Australia,Laptop,650.77,Completed,11/11/2022,10/22/2022
2894,Bonnie Lucero,Japan,Laptop,945.37,Completed,1/18/2023,12/31/2022
2895,Laurie Figueroa,USA,Keyboard,489.58,Completed,3/12/2024,3/11/2024
2896,Erin Arnold,Australia,Printer,394.93,Completed,4/16/2024,3/27/2024
2897,Kayla Banks,Canada,Webcam,792.13,Completed,12/2/2022,11/30/2022
2898,Jessica White,Germany,Keyboard,190.48,Completed,12/17/2022,12/7/2022
2899,Jeffrey Sims,France,Laptop,899.93,Completed,12/12/2022,12/6/2022
2900,Jeffrey Sims,India,Webcam,676.23,Active,NULL,2/23/2024
2901,Catherine Roberts,France,Laptop,972.14,Completed,5/23/2024,5/17/2024
2902,Erin Arnold,China,Mouse,704.85,Completed,10/20/2022,10/5/2022
2903,Jessica White,China,Laptop,154.73,Completed,12/4/2022,11/19/2022
2904,Cynthia Herman,Australia,Speaker,512.48,Completed,2/24/2024,2/4/2024
2905,Laurie Figueroa,Germany,Smartphone,864.21,Active,NULL,2/16/2024
2906,Kayla Banks,India,Tablet,846.82,Completed,4/23/2024,4/11/2024
2907,Catherine Roberts,Australia,Keyboard,602.4,Completed,3/28/2023,3/8/2023
2908,Jeffrey Sims,USA,Laptop,192.13,Completed,1/10/2024,1/9/2024
2909,Kevin King,Japan,Tablet,437.17,Completed,5/11/2024,4/23/2024
2910,Brandon Richards,Japan,Smartphone,312.46,Active,NULL,9/24/2023
2911,Kayla Banks,India,Keyboard,415.86,Active,NULL,12/25/2022
2912,Brandon Richards,India,Laptop,864.79,Completed,2/28/2023,2/16/2023
2913,Erin Arnold,UK,Tablet,499.08,Active,NULL,12/22/2022
2914,Bonnie Lucero,UK,Monitor,814.63,Active,NULL,4/20/2024
2915,Debra Hughes,China,Printer,800.54,Completed,10/18/2023,10/3/2023
2916,Gabriel Vasquez,Brazil,Speaker,757.69,Active,NULL,2/2/2024
2917,Sandra Henderson,Canada,Headphones,353.13,Completed,3/9/2023,3/7/2023
2918,Jessica White,India,Laptop,667.96,Completed,5/26/2023,5/14/2023
2919,Gabriel Vasquez,Germany,Keyboard,580.98,Active,NULL,9/2/2022
2920,Bonnie Lucero,Japan,Monitor,906.3,Active,NULL,5/20/2023
2921,Stacey Brown,UK,Speaker,241.4,Completed,10/11/2023,10/3/2023
2922,Gabriel Vasquez,Japan,Headphones,445.76,Completed,9/27/2022,9/9/2022
2923,James Moore,Canada,Speaker,377.68,Completed,10/22/2022,10/20/2022
2924,Bonnie Lucero,Canada,Laptop,454.38,Completed,11/15/2022,11/13/2022
2925,Laurie Figueroa,India,Webcam,339.19,Active,NULL,8/30/2023
2926,Laurie Figueroa,USA,Laptop,536.9,Active,NULL,7/30/2024
2927,Cynthia Herman,UK,Mouse,287.72,Completed,1/15/2023,1/7/2023
2928,James Moore,Canada,Speaker,924.69,Completed,11/1/2023,10/30/2023
2929,Erin Arnold,Brazil,Printer,450.62,Active,NULL,12/1/2023
2930,Stacey Brown,UK,Webcam,568.73,Completed,1/2/2024,12/25/2023
2931,Laurie Figueroa,Australia,Smartphone,684.26,Completed,6/1/2023,5/12/2023
2932,Catherine Roberts,China,Speaker,171,Active,NULL,12/26/2023
2933,Sandra Henderson,Germany,Smartphone,695.1,Completed,3/22/2024,3/12/2024
2934,Laurie Figueroa,Germany,Webcam,351.96,Active,NULL,3/25/2024
2935,Jessica White,China,Keyboard,726.27,Active,NULL,7/9/2024
2936,Sandra Henderson,UK,Speaker,109.67,Completed,12/14/2023,12/6/2023
2937,Erin Arnold,Australia,Webcam,724.84,Completed,8/17/2024,7/28/2024
2938,Erin Arnold,USA,Speaker,550.2,Active,NULL,11/9/2022
2939,Laurie Figueroa,UK,Mouse,841.48,Completed,12/5/2023,11/27/2023
2940,Debra Hughes,Australia,Keyboard,765.1,Active,NULL,5/2/2024
2941,Jessica White,USA,Laptop,340.3,Completed,4/26/2023,4/25/2023
2942,Jeffrey Sims,India,Laptop,919.64,Active,NULL,10/10/2022
2943,Jessica White,Germany,Printer,958.18,Completed,10/22/2023,10/12/2023
2944,Brandon Richards,Australia,Mouse,193.74,Active,NULL,2/18/2024
2945,Jeffery Mills,Germany,Tablet,143.51,Active,NULL,8/15/2023
2946,Erin Arnold,Germany,Tablet,744.62,Active,NULL,1/1/2023
2947,Cynthia Herman,India,Monitor,291.8,Completed,2/26/2024,2/14/2024
2948,Catherine Roberts,Canada,Monitor,410.44,Active,NULL,5/26/2023
2949,Justin Bowman,Germany,Headphones,267.68,Completed,5/18/2023,5/8/2023
2950,Erin Arnold,China,Mouse,583.07,Completed,9/29/2023,9/14/2023
2951,Kevin King,Japan,Printer,472.9,Completed,12/7/2022,11/19/2022
2952,Candace Harris,India,Smartphone,750.82,Active,NULL,1/21/2023
2953,Jeffery Mills,Germany,Smartphone,894.56,Active,NULL,3/17/2023
2954,Brandon Richards,Germany,Mouse,686.69,Completed,12/7/2022,11/27/2022
2955,Michelle Garrett,Canada,Speaker,546.51,Completed,3/15/2024,3/13/2024
2956,Gabriel Vasquez,Australia,Mouse,390.67,Completed,12/14/2022,11/24/2022
2957,Michelle Garrett,China,Keyboard,785.22,Completed,10/10/2023,9/25/2023
2958,Kayla Banks,India,Tablet,956.12,Completed,12/19/2023,12/7/2023
2959,Candace Harris,China,Smartphone,501.48,Completed,11/26/2023,11/11/2023
2960,Jeffery Mills,Japan,Laptop,965.32,Completed,9/30/2022,9/12/2022
2961,Jessica White,Canada,Mouse,250.22,Active,NULL,3/22/2024
2962,Cynthia Herman,China,Smartphone,177.45,Active,NULL,6/30/2023
2963,Kevin King,Japan,Laptop,943.51,Active,NULL,5/21/2024
2964,Kevin King,France,Keyboard,101.97,Completed,6/8/2024,6/2/2024
2965,Candace Harris,India,Speaker,209.63,Active,NULL,10/23/2023
2966,Kayla Banks,China,Mouse,531.27,Active,NULL,2/23/2023
2967,Jeffrey Rivera,Germany,Speaker,151.29,Active,NULL,9/21/2022
2968,Jeffrey Sims,Canada,Monitor,957.19,Completed,7/27/2023,7/25/2023
2969,Bonnie Lucero,USA,Smartphone,110.82,Active,NULL,6/1/2024
2970,Sandra Henderson,France,Monitor,723.98,Completed,10/29/2023,10/23/2023
2971,Cynthia Herman,Germany,Headphones,766.66,Active,NULL,3/2/2023
2972,Debra Hughes,Germany,Mouse,670.61,Completed,4/6/2024,3/27/2024
2973,Stacey Brown,India,Mouse,937.01,Active,NULL,7/28/2024
2974,Kayla Banks,Japan,Smartphone,147.6,Completed,7/24/2024,7/6/2024
2975,Stacey Brown,France,Smartphone,517.91,Active,NULL,12/30/2022
2976,Catherine Roberts,France,Speaker,495.63,Active,NULL,1/25/2023
2977,Kevin King,Japan,Webcam,188.71,Active,NULL,11/22/2022
2978,Laurie Figueroa,UK,Printer,455.49,Completed,1/20/2024,1/12/2024
2979,Kevin King,USA,Laptop,486.8,Completed,8/23/2023,8/22/2023
2980,Jessica White,France,Monitor,423.02,Completed,1/3/2023,12/28/2022
2981,Justin Bowman,Brazil,Tablet,841.64,Completed,8/17/2022,8/13/2022
2982,Jessica White,Japan,Laptop,917.16,Completed,1/15/2023,12/28/2022
2983,Bonnie Lucero,Canada,Laptop,978.37,Completed,12/9/2023,12/7/2023
2984,Laurie Figueroa,France,Keyboard,199.34,Active,NULL,7/15/2023
2985,Erin Arnold,UK,Keyboard,127.38,Completed,1/24/2024,1/16/2024
2986,Bonnie Lucero,Brazil,Monitor,766.34,Active,NULL,11/10/2022
2987,Debra Hughes,France,Laptop,595.08,Active,NULL,4/10/2023
2988,Kayla Banks,China,Printer,492.99,Completed,8/7/2023,7/23/2023
2989,Gabriel Vasquez,Brazil,Webcam,492.58,Completed,5/16/2023,5/12/2023
2990,Justin Bowman,USA,Printer,285.26,Active,NULL,4/16/2023
2991,Jeffrey Sims,Germany,Printer,661.99,Completed,7/12/2024,7/2/2024
2992,Bonnie Lucero,Brazil,Tablet,879.88,Active,NULL,7/6/2023
2993,Jeffrey Sims,UK,Smartphone,600.33,Completed,2/27/2023,2/19/2023
2994,Jeffery Mills,India,Smartphone,704.35,Completed,9/23/2023,9/11/2023
2995,Jessica White,France,Smartphone,782.91,Completed,6/8/2023,6/2/2023
2996,Debra Hughes,Germany,Mouse,163.74,Active,NULL,6/28/2024
2997,Jeffrey Rivera,Brazil,Keyboard,771.95,Active,NULL,5/24/2023
2998,Bonnie Lucero,France,Monitor,643.52,Completed,6/20/2023,6/14/2023
2999,Gabriel Vasquez,Japan,Laptop,618.23,Completed,6/27/2024,6/9/2024
3000,Cynthia Herman,UK,Tablet,576.74,Completed,8/15/2023,8/7/2023
3001,Jessica White,India,Monitor,891.77,Completed,7/7/2023,6/25/2023
3002,Sandra Henderson,India,Smartphone,670.04,Active,NULL,8/20/2022
3003,James Moore,France,Printer,682.07,Completed,9/14/2023,9/8/2023
3004,Justin Bowman,USA,Smartphone,412.22,Completed,12/16/2022,12/15/2022
3005,Kevin King,Canada,Smartphone,781.07,Completed,11/7/2022,11/5/2022
3006,Jeffery Mills,Brazil,Mouse,614.32,Completed,12/9/2022,12/5/2022
3007,Kayla Banks,UK,Mouse,806.88,Completed,8/28/2023,8/20/2023
3008,Jessica White,France,Webcam,858.46,Active,NULL,2/4/2024
3009,Kevin King,Germany,Tablet,795.06,Active,NULL,4/13/2024
3010,Jessica White,Brazil,Smartphone,614.67,Completed,1/21/2024,1/17/2024
3011,Jessica White,India,Printer,666.01,Completed,11/19/2023,11/7/2023
3012,Stacey Brown,Germany,Headphones,473.48,Completed,2/9/2023,1/30/2023
3013,Bonnie Lucero,India,Smartphone,812.84,Active,NULL,8/15/2023
3014,Michelle Garrett,Brazil,Printer,725.85,Completed,5/16/2023,5/12/2023
3015,James Moore,Canada,Monitor,666.91,Active,NULL,7/2/2023
3016,Jeffery Mills,Germany,Smartphone,931.86,Completed,2/5/2023,1/26/2023
3017,Bonnie Lucero,UK,Keyboard,136.2,Completed,7/22/2023,7/14/2023
3018,Jeffery Mills,Brazil,Headphones,220.41,Completed,5/30/2023,5/26/2023
3019,Sandra Henderson,Japan,Printer,532.65,Completed,7/17/2023,6/29/2023
3020,Brandon Richards,France,Mouse,763.04,Active,NULL,12/22/2022
3021,Laurie Figueroa,USA,Printer,651.89,Completed,12/4/2022,12/3/2022
3022,Jessica White,Japan,Mouse,382.53,Active,NULL,6/21/2023
3023,Laurie Figueroa,Australia,Printer,177.5,Active,NULL,3/14/2023
3024,Gabriel Vasquez,China,Printer,888.48,Completed,3/16/2023,3/1/2023
3025,Michelle Garrett,Germany,Printer,545.41,Completed,5/9/2024,4/29/2024
3026,Brandon Richards,Canada,Laptop,975.79,Completed,9/30/2022,9/28/2022
3027,Laurie Figueroa,Canada,Mouse,495.92,Completed,4/23/2023,4/21/2023
3028,Catherine Roberts,India,Webcam,557.66,Completed,6/11/2024,5/30/2024
3029,Sandra Henderson,Japan,Speaker,806.53,Completed,12/11/2022,11/23/2022
3030,James Moore,USA,Speaker,458.05,Completed,12/18/2022,12/17/2022
3031,Catherine Roberts,France,Speaker,556.41,Completed,4/29/2024,4/23/2024
3032,Kayla Banks,Canada,Speaker,917.35,Active,NULL,12/7/2023
3033,Laurie Figueroa,Brazil,Webcam,780.27,Completed,10/17/2023,10/13/2023
3034,Kayla Banks,India,Speaker,337.09,Completed,9/25/2023,9/13/2023
3035,Bonnie Lucero,Australia,Printer,562.54,Active,NULL,4/12/2024
3036,James Moore,India,Webcam,798.05,Active,NULL,9/24/2022
3037,Michelle Garrett,France,Monitor,479.7,Completed,2/4/2024,1/29/2024
3038,Candace Harris,Canada,Laptop,175.89,Completed,4/27/2023,4/25/2023
3039,Sandra Henderson,USA,Speaker,994.91,Completed,9/24/2023,9/23/2023
3040,Michelle Garrett,China,Printer,102.03,Completed,4/17/2023,4/2/2023
3041,Bonnie Lucero,China,Monitor,267.62,Completed,1/18/2024,1/3/2024
3042,Jessica White,Brazil,Headphones,927.39,Completed,8/2/2024,7/29/2024
3043,Kevin King,Australia,Laptop,178.11,Active,NULL,3/14/2024
3044,Laurie Figueroa,Brazil,Laptop,744,Completed,8/3/2024,7/30/2024
3045,Jessica White,Germany,Smartphone,903.14,Active,NULL,1/24/2024
3046,Erin Arnold,Germany,Mouse,418.86,Completed,2/22/2023,2/12/2023
3047,Candace Harris,India,Monitor,139.78,Completed,10/12/2023,9/30/2023
3048,Jeffery Mills,USA,Smartphone,434.59,Active,NULL,2/25/2023
3049,Brandon Richards,USA,Mouse,527.98,Completed,10/30/2023,10/29/2023
3050,Jeffrey Sims,Australia,Headphones,859.46,Active,NULL,7/5/2024
3051,Jeffrey Rivera,Canada,Printer,122.8,Completed,4/25/2024,4/23/2024
3052,Jeffrey Rivera,Canada,Headphones,868.86,Completed,7/20/2024,7/18/2024
3053,Gabriel Vasquez,Canada,Monitor,399,Completed,10/15/2022,10/13/2022
3054,Laurie Figueroa,France,Tablet,477.36,Completed,2/7/2023,2/1/2023
3055,Kayla Banks,Brazil,Keyboard,280.81,Completed,1/6/2024,1/2/2024
3056,Michelle Garrett,China,Mouse,526.29,Active,NULL,3/26/2024
3057,Laurie Figueroa,Germany,Webcam,849.26,Completed,3/15/2023,3/5/2023
3058,Jeffrey Rivera,Germany,Keyboard,978.12,Completed,12/8/2022,11/28/2022
3059,Sandra Henderson,Australia,Printer,205.43,Completed,10/2/2022,9/12/2022
3060,Kevin King,Brazil,Headphones,977.1,Active,NULL,8/2/2023
3061,Jeffrey Rivera,Australia,Speaker,827.51,Active,NULL,12/21/2022
3062,Catherine Roberts,Australia,Laptop,317.59,Active,NULL,9/11/2023
3063,Kevin King,India,Smartphone,976.6,Completed,5/11/2024,4/29/2024
3064,Debra Hughes,Germany,Laptop,635.65,Completed,2/14/2024,2/4/2024
3065,Michelle Garrett,Australia,Monitor,670.47,Active,NULL,4/30/2023
3066,Jeffrey Rivera,India,Monitor,639.82,Completed,6/26/2023,6/14/2023
3067,Laurie Figueroa,Canada,Speaker,172.29,Completed,7/14/2023,7/12/2023
3068,Cynthia Herman,USA,Printer,498.67,Completed,7/2/2024,7/1/2024
3069,Kevin King,India,Webcam,477.4,Active,NULL,11/11/2022
3070,Michelle Garrett,Australia,Headphones,246.08,Active,NULL,11/19/2022
3071,Debra Hughes,Canada,Webcam,750.09,Active,NULL,3/16/2023
3072,Kevin King,Canada,Monitor,760.33,Completed,5/6/2024,5/4/2024
3073,Erin Arnold,Australia,Speaker,834.47,Completed,7/10/2023,6/20/2023
3074,Gabriel Vasquez,France,Speaker,128.4,Active,NULL,9/19/2023
3075,Bonnie Lucero,Brazil,Mouse,648.2,Completed,1/17/2023,1/13/2023
3076,Michelle Garrett,USA,Mouse,665.98,Completed,9/17/2022,9/16/2022
3077,Jeffrey Rivera,India,Mouse,585.5,Completed,6/16/2024,6/4/2024
3078,Catherine Roberts,India,Laptop,310.76,Completed,4/27/2024,4/15/2024
3079,James Moore,India,Webcam,463.63,Active,NULL,12/2/2022
3080,Bonnie Lucero,Brazil,Headphones,413.72,Active,NULL,9/3/2023
3081,Stacey Brown,India,Mouse,784.5,Active,NULL,2/17/2024
3082,Debra Hughes,China,Webcam,692.07,Completed,4/6/2024,3/22/2024
3083,Catherine Roberts,Australia,Smartphone,412.32,Completed,8/22/2024,8/2/2024
3084,Sandra Henderson,USA,Speaker,536.44,Completed,2/24/2023,2/23/2023
3085,Erin Arnold,China,Speaker,674.92,Completed,4/7/2023,3/23/2023
3086,Michelle Garrett,Japan,Tablet,508.85,Active,NULL,12/23/2022
3087,Gabriel Vasquez,Australia,Speaker,548.35,Active,NULL,12/2/2023
3088,Cynthia Herman,Brazil,Printer,643.49,Completed,11/11/2023,11/7/2023
3089,Michelle Garrett,China,Printer,789.78,Completed,10/30/2023,10/15/2023
3090,Laurie Figueroa,USA,Speaker,936.05,Completed,10/3/2022,10/2/2022
3091,Erin Arnold,China,Tablet,399.15,Active,NULL,2/10/2023
3092,Kevin King,India,Tablet,592.43,Completed,2/7/2023,1/26/2023
3093,Candace Harris,UK,Monitor,618.83,Completed,11/25/2023,11/17/2023
3094,Brandon Richards,China,Keyboard,569.77,Completed,7/15/2023,6/30/2023
3095,Jessica White,UK,Monitor,507.49,Active,NULL,5/30/2024
3096,Justin Bowman,France,Speaker,403.93,Active,NULL,12/17/2022
3097,Brandon Richards,Germany,Headphones,192.67,Completed,8/10/2023,7/31/2023
3098,Jeffery Mills,UK,Laptop,455.27,Completed,12/5/2022,11/27/2022
3099,Sandra Henderson,France,Speaker,103.43,Active,NULL,3/8/2023
3100,Cynthia Herman,Australia,Laptop,899.06,Completed,9/27/2023,9/7/2023
3101,Debra Hughes,France,Headphones,894.29,Completed,11/14/2022,11/8/2022
3102,Laurie Figueroa,France,Laptop,994.69,Completed,1/12/2024,1/6/2024
3103,Jessica White,Australia,Speaker,176.18,Completed,12/21/2023,12/1/2023
3104,Kayla Banks,Brazil,Headphones,196,Completed,7/10/2023,7/6/2023
3105,Candace Harris,Germany,Laptop,985.49,Completed,2/4/2023,1/25/2023
3106,Laurie Figueroa,Brazil,Mouse,239.76,Completed,6/30/2023,6/26/2023
3107,Stacey Brown,UK,Webcam,425.92,Active,NULL,5/30/2024
3108,Laurie Figueroa,Japan,Speaker,918.29,Completed,4/13/2024,3/26/2024
3109,Candace Harris,China,Keyboard,492.2,Completed,6/19/2024,6/4/2024
3110,Sandra Henderson,Brazil,Printer,637.37,Active,NULL,8/10/2022
3111,Erin Arnold,Brazil,Speaker,572.62,Completed,5/8/2023,5/4/2023
3112,Cynthia Herman,Germany,Mouse,336.78,Completed,5/1/2024,4/21/2024
3113,Jeffrey Sims,Canada,Laptop,984.23,Completed,12/22/2023,12/20/2023
3114,Candace Harris,Japan,Mouse,962.36,Active,NULL,2/11/2023
3115,Debra Hughes,China,Printer,101.56,Completed,9/23/2023,9/8/2023
3116,Jeffery Mills,China,Speaker,641.26,Active,NULL,5/12/2023
3117,Jessica White,Japan,Smartphone,696.42,Completed,12/8/2023,11/20/2023
3118,Brandon Richards,USA,Laptop,200.24,Active,NULL,1/5/2024
3119,Cynthia Herman,Canada,Printer,882.81,Active,NULL,6/29/2024
3120,Jeffrey Rivera,France,Laptop,952.31,Completed,7/24/2023,7/18/2023
3121,Gabriel Vasquez,Japan,Mouse,425.76,Active,NULL,10/3/2023
3122,Michelle Garrett,Canada,Laptop,757.84,Active,NULL,11/20/2023
3123,Brandon Richards,Australia,Laptop,953.36,Active,NULL,7/1/2023
3124,Kayla Banks,Germany,Monitor,349.14,Active,NULL,3/20/2024
3125,Debra Hughes,Japan,Laptop,842.37,Completed,11/29/2023,11/11/2023
3126,Erin Arnold,France,Mouse,949.99,Active,NULL,9/6/2022
3127,Jessica White,France,Keyboard,990.57,Completed,8/31/2022,8/25/2022
3128,Erin Arnold,USA,Webcam,769.03,Active,NULL,3/9/2023
3129,Michelle Garrett,Australia,Printer,151.49,Active,NULL,11/30/2023
3130,Gabriel Vasquez,USA,Tablet,944.06,Completed,10/8/2023,10/7/2023
3131,Jeffrey Rivera,India,Headphones,301.25,Completed,7/1/2023,6/19/2023
3132,Michelle Garrett,India,Webcam,614.89,Completed,12/8/2022,11/26/2022
3133,Bonnie Lucero,Brazil,Monitor,169.72,Completed,2/28/2023,2/24/2023
3134,James Moore,India,Smartphone,755.73,Completed,12/4/2022,11/22/2022
3135,James Moore,Brazil,Keyboard,822.22,Completed,3/12/2023,3/8/2023
3136,Cynthia Herman,Japan,Laptop,279.11,Completed,9/4/2022,8/17/2022
3137,James Moore,USA,Mouse,471.1,Completed,5/30/2024,5/29/2024
3138,Gabriel Vasquez,China,Headphones,447.14,Completed,5/1/2023,4/16/2023
3139,Jeffrey Sims,UK,Smartphone,979.52,Completed,10/21/2022,10/13/2022
3140,Jeffrey Rivera,Japan,Printer,439.27,Completed,2/23/2024,2/5/2024
3141,Stacey Brown,USA,Webcam,778.79,Completed,5/6/2024,5/5/2024
3142,Kayla Banks,Germany,Printer,511.02,Completed,11/15/2023,11/5/2023
